id,city,state,country,timestamp,source,aqi,pm25,pm10,no2,so2,co,o3,temperature,humidity,pressure,wind_speed,wind_direction,visibility,cloud_cover,precipitation,latitude,longitude,created_at,is_deleted
24.0,karachi,Sindh,Pakistan,2025-06-21T23:00:00,aqicn,70.0,22.181480789093943,54.72956129369981,37.01410907509188,18.28174471818257,1.362082503928209,27.54661679106692,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-21T23:00:00.000000,0.0
25.0,karachi,Sindh,Pakistan,2025-06-22T00:00:00,aqicn,79.48107652025821,26.996760646329392,49.81619017893748,13.231342391132356,13.707447118088089,1.3478245131278912,22.28942098465189,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T00:00:00.000000,0.0
26.0,karachi,Sindh,Pakistan,2025-06-22T01:00:00,aqicn,78.80105585851092,26.63694476578268,61.125449443283976,29.6038338601026,19.53211631547745,0.5049881336897475,46.12772115350697,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T01:00:00.000000,0.0
27.0,karachi,Sindh,Pakistan,2025-06-22T02:00:00,aqicn,76.25353728688398,26.621440928005995,40.55672296420407,22.762974599650523,16.207383574190423,0.6421973307958482,56.587855121540585,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T02:00:00.000000,0.0
28.0,karachi,Sindh,Pakistan,2025-06-22T03:00:00,aqicn,72.11435435006749,26.521238657250056,55.462880721583154,11.404356669310712,19.54764909790051,1.622079961778947,22.631183885432765,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T03:00:00.000000,0.0
29.0,karachi,Sindh,Pakistan,2025-06-22T04:00:00,aqicn,75.27575632086005,25.27433704188513,60.98493152556232,28.955958396286505,11.160253505787685,0.5088144378957331,43.76095956106956,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T04:00:00.000000,0.0
30.0,karachi,Sindh,Pakistan,2025-06-22T05:00:00,aqicn,72.59079827087437,25.314367446973883,53.91338406003197,21.953710416400167,6.8293686144329655,1.7747800545970274,33.890389421172955,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T05:00:00.000000,0.0
31.0,karachi,Sindh,Pakistan,2025-06-22T06:00:00,aqicn,70.0,24.40743596975148,43.88506045643828,21.093864214386297,11.360427046714271,1.0389023207334194,48.33276073072749,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T06:00:00.000000,0.0
32.0,karachi,Sindh,Pakistan,2025-06-22T07:00:00,aqicn,97.9077171399406,32.719097480629486,71.32192615701106,35.690667564861414,13.060257561873248,1.9348855207636244,52.38478738589256,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T07:00:00.000000,0.0
33.0,karachi,Sindh,Pakistan,2025-06-22T08:00:00,aqicn,100.58276411026974,34.345553152627055,55.41348242051181,15.087367482525602,11.23454774178334,1.7256656816744758,42.79394214462139,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T08:00:00.000000,0.0
34.0,karachi,Sindh,Pakistan,2025-06-22T09:00:00,aqicn,99.95722478188084,34.515443400287445,55.740105365542014,39.280068040015095,15.469507093175393,0.8443408904823826,58.72560679901986,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T09:00:00.000000,0.0
35.0,karachi,Sindh,Pakistan,2025-06-22T10:00:00,aqicn,103.24109121942426,33.73749347887954,80.81155209579556,30.04387216132221,15.605117037789713,1.6710568157193717,59.7932337013596,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T10:00:00.000000,0.0
36.0,karachi,Sindh,Pakistan,2025-06-22T11:00:00,aqicn,98.7924135067659,33.72037883236227,67.70522523490426,22.83854536052393,8.335637127158709,1.1415005748905165,35.11746290426214,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T11:00:00.000000,0.0
37.0,karachi,Sindh,Pakistan,2025-06-22T12:00:00,aqicn,102.12162153662186,34.82691307645138,84.56346232762051,27.31645125142673,13.810065625843324,1.1407741009474943,39.22489930712292,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T12:00:00.000000,0.0
38.0,karachi,Sindh,Pakistan,2025-06-22T13:00:00,aqicn,106.47018850346048,35.774801469286594,56.95832112777646,28.63513675424556,8.34904762277699,1.7414467349277902,20.849822728715345,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T13:00:00.000000,0.0
39.0,karachi,Sindh,Pakistan,2025-06-22T14:00:00,aqicn,107.09988830777526,35.70968311108934,71.50977423327188,15.799229168129488,13.335380053650718,0.5718242117913482,25.66939250276722,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T14:00:00.000000,0.0
40.0,karachi,Sindh,Pakistan,2025-06-22T15:00:00,aqicn,108.84469408907518,37.1265367623465,77.53024207024545,33.68478395509348,17.793028920200307,0.5133014343262741,49.63925249464578,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T15:00:00.000000,0.0
41.0,karachi,Sindh,Pakistan,2025-06-22T16:00:00,aqicn,108.44510798173472,36.44286348636072,58.42949947045878,39.573725079911725,15.642084458486472,1.6654875120477302,31.831938223780497,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T16:00:00.000000,0.0
42.0,karachi,Sindh,Pakistan,2025-06-22T17:00:00,aqicn,110.1933561869518,37.53985382692758,59.48186834706348,38.62949329062482,7.424547324544362,1.3765101295713635,57.20770902927477,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T17:00:00.000000,0.0
43.0,karachi,Sindh,Pakistan,2025-06-22T18:00:00,aqicn,108.80784461050456,37.53985382692758,92.33294336394384,30.40256464411769,13.745169290645332,0.9216508684815812,27.159177172400938,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T18:00:00.000000,0.0
44.0,karachi,Sindh,Pakistan,2025-06-22T19:00:00,aqicn,112.96822406484156,37.530523255137375,90.85955367552803,34.705723173580296,15.24860486065645,0.9035123896737552,58.763162506598206,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T19:00:00.000000,0.0
45.0,karachi,Sindh,Pakistan,2025-06-22T20:00:00,aqicn,113.0256426766492,37.53985382692758,70.93631613567717,25.626769199495747,15.530724303702454,1.978732311605198,54.9506357458751,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T20:00:00.000000,0.0
46.0,karachi,Sindh,Pakistan,2025-06-22T21:00:00,aqicn,113.0256426766492,37.53985382692758,72.54505373797882,18.472130692403223,13.457710643564887,1.7874643044462266,49.68903005954291,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T21:00:00.000000,0.0
47.0,karachi,Sindh,Pakistan,2025-06-22T22:00:00,aqicn,70.0,24.984886568568204,55.19904298894684,19.36484041608926,19.361969898870072,0.9957715959332536,49.45594011424741,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T22:00:00.000000,0.0
48.0,karachi,Sindh,Pakistan,2025-06-22T23:00:00,aqicn,70.0,24.63388516228511,56.92636778520108,31.907785837992023,14.85222737101358,1.442208653896487,23.50664998488851,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-22T23:00:00.000000,0.0
49.0,karachi,Sindh,Pakistan,2025-06-23T00:00:00,aqicn,85.78625837823088,31.27586517917896,54.51389796598535,18.34913212703487,14.040093104193083,0.9435045340966084,29.683981347113324,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T00:00:00.000000,0.0
50.0,karachi,Sindh,Pakistan,2025-06-23T01:00:00,aqicn,82.57686293957258,30.89171208813128,73.1180088246274,11.280911479517052,10.388480974632284,1.3257262981525748,52.84670156186815,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T01:00:00.000000,0.0
51.0,karachi,Sindh,Pakistan,2025-06-23T02:00:00,aqicn,84.56139978866592,30.533165870417363,62.21178093888416,19.60264516790287,5.86043140160377,0.8043712929407417,27.29965418191604,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T02:00:00.000000,0.0
52.0,karachi,Sindh,Pakistan,2025-06-23T03:00:00,aqicn,81.68472597096309,30.408352763008285,54.97840707519673,39.540870600594346,17.67087763993595,1.4729958507377476,32.25169043283601,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T03:00:00.000000,0.0
53.0,karachi,Sindh,Pakistan,2025-06-23T04:00:00,aqicn,80.5046377444948,29.242886023502148,60.26793116984567,19.100721403786736,11.497361748410295,0.8621968827405397,38.00436964323562,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T04:00:00.000000,0.0
54.0,karachi,Sindh,Pakistan,2025-06-23T05:00:00,aqicn,77.56221274612909,29.290094573743566,50.718559824285215,36.67160232641392,11.627926212653184,0.6670935508701461,59.750888882456266,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T05:00:00.000000,0.0
55.0,karachi,Sindh,Pakistan,2025-06-23T06:00:00,aqicn,77.90433124901378,27.879858577873826,66.67111240725089,12.593959859789797,15.805690489742862,0.8505570454119932,46.77707768186536,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T06:00:00.000000,0.0
56.0,karachi,Sindh,Pakistan,2025-06-23T07:00:00,aqicn,107.1245112428453,36.910215226303926,90.5371794747666,23.94774178659725,6.139126440308685,0.5068885393044311,52.57612151760947,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T07:00:00.000000,0.0
57.0,karachi,Sindh,Pakistan,2025-06-23T08:00:00,aqicn,103.65226627003896,37.98596437171114,64.37668006480213,13.294473833369434,15.67385631243891,1.534870291529144,30.647101212043925,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T08:00:00.000000,0.0
58.0,karachi,Sindh,Pakistan,2025-06-23T09:00:00,aqicn,107.6570857558394,37.8879179759624,84.03793134822018,26.70603626656529,9.678622860384724,1.886062330734079,47.333366269291545,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T09:00:00.000000,0.0
59.0,karachi,Sindh,Pakistan,2025-06-23T10:00:00,aqicn,109.93406714842088,39.097534409117074,92.00169587873744,31.66721958548932,10.20860204558658,1.6531190026352278,45.03681522812727,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T10:00:00.000000,0.0
60.0,karachi,Sindh,Pakistan,2025-06-23T11:00:00,aqicn,109.4492064651588,39.097534409117074,66.20696640519715,14.983562174160664,17.234025049414484,0.7049557279834735,32.3756202259317,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T11:00:00.000000,0.0
61.0,karachi,Sindh,Pakistan,2025-06-23T12:00:00,aqicn,112.91277568762864,39.097534409117074,73.49128047263652,18.064372493580443,19.76175665406807,0.6001890649877464,48.19913527881632,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T12:00:00.000000,0.0
62.0,karachi,Sindh,Pakistan,2025-06-23T13:00:00,aqicn,114.5604310665422,39.097534409117074,84.83195439936813,27.502590668063743,14.608640397755488,0.8067299789605435,25.5183728986752,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T13:00:00.000000,0.0
63.0,karachi,Sindh,Pakistan,2025-06-23T14:00:00,aqicn,113.5320919370932,39.097534409117074,81.7496026286116,26.929981379834,19.692483522397183,1.00981246855295,30.17261311889755,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T14:00:00.000000,0.0
64.0,karachi,Sindh,Pakistan,2025-06-23T15:00:00,aqicn,114.5604310665422,39.097534409117074,72.25200276116213,38.68722978962207,18.822233427694734,0.9610868463561336,55.55582263607656,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T15:00:00.000000,0.0
65.0,karachi,Sindh,Pakistan,2025-06-23T16:00:00,aqicn,114.5604310665422,39.097534409117074,69.59873629438295,24.286309750232466,13.718284545510157,1.003508013285187,56.986708453470726,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T16:00:00.000000,0.0
66.0,karachi,Sindh,Pakistan,2025-06-23T17:00:00,aqicn,114.5604310665422,39.097534409117074,78.1012301035794,31.398696148733844,5.158574776502214,1.2164761125800223,47.45332129016001,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T17:00:00.000000,0.0
67.0,karachi,Sindh,Pakistan,2025-06-23T18:00:00,aqicn,114.5604310665422,39.097534409117074,83.92432889088671,19.333341768578578,7.920337736013108,1.6785233728140103,39.90207611053784,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T18:00:00.000000,0.0
68.0,karachi,Sindh,Pakistan,2025-06-23T19:00:00,aqicn,114.5604310665422,39.097534409117074,84.28586831587006,25.31357297415338,15.207953260800876,1.6509429172959855,48.05542119098266,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T19:00:00.000000,0.0
69.0,karachi,Sindh,Pakistan,2025-06-23T20:00:00,aqicn,114.5604310665422,39.097534409117074,78.79998545099637,15.730677542958418,17.83808601704537,0.5886805453348454,36.05348422904218,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T20:00:00.000000,0.0
70.0,karachi,Sindh,Pakistan,2025-06-23T21:00:00,aqicn,114.5604310665422,39.097534409117074,64.38695080904385,35.72787191833986,9.105030578124476,1.023900387038699,48.733534853628406,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T21:00:00.000000,0.0
71.0,karachi,Sindh,Pakistan,2025-06-23T22:00:00,aqicn,75.19366002731796,28.51584560443491,67.0557296601451,26.98986523987278,7.297609335455136,0.8782178280114881,36.279884014200704,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T22:00:00.000000,0.0
72.0,karachi,Sindh,Pakistan,2025-06-23T23:00:00,aqicn,73.48045811624928,27.207708836327136,57.869544018012014,20.6121090255822,10.860378378800988,1.5424138813080863,20.482845618157253,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-23T23:00:00.000000,0.0
73.0,karachi,Sindh,Pakistan,2025-06-24T00:00:00,aqicn,81.43243690381077,30.25902181950353,61.67578813163151,23.876348380431985,7.712732475285083,0.9130143124811774,26.650287021514323,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T00:00:00.000000,0.0
74.0,karachi,Sindh,Pakistan,2025-06-24T01:00:00,aqicn,81.11607900332166,29.756068593839213,56.116156827084616,29.347825013866125,17.095169276889045,0.7915693816020651,23.592317055607232,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T01:00:00.000000,0.0
75.0,karachi,Sindh,Pakistan,2025-06-24T02:00:00,aqicn,79.73389502170254,28.5846449978372,57.84197727067565,11.309174932153695,11.91565166691842,1.512511253277436,54.00210019515019,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T02:00:00.000000,0.0
76.0,karachi,Sindh,Pakistan,2025-06-24T03:00:00,aqicn,77.08641132815113,27.96051219490092,56.699059184191256,15.908606299579008,17.58160365546472,1.5754602321403737,28.30972366089369,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T03:00:00.000000,0.0
77.0,karachi,Sindh,Pakistan,2025-06-24T04:00:00,aqicn,80.2462933312857,27.86611411900138,50.28324628042253,12.826106476291104,13.037518965817297,1.1779911990509135,39.3263815851591,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T04:00:00.000000,0.0
78.0,karachi,Sindh,Pakistan,2025-06-24T05:00:00,aqicn,78.76229847623301,27.95195993388429,44.34118852619475,19.39097181166551,13.254901508454775,1.0911911551165394,39.581705870681134,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T05:00:00.000000,0.0
79.0,karachi,Sindh,Pakistan,2025-06-24T06:00:00,aqicn,74.06417428372721,27.914963542555025,66.00562155764084,19.19382967760436,15.23012525723674,0.8981736253345867,32.79372024767555,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T06:00:00.000000,0.0
80.0,karachi,Sindh,Pakistan,2025-06-24T07:00:00,aqicn,103.30185857619232,37.48248081901141,69.87708349136528,33.12679545500086,19.69710520889887,1.6209329356673576,21.45971197043956,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T07:00:00.000000,0.0
81.0,karachi,Sindh,Pakistan,2025-06-24T08:00:00,aqicn,101.5983820311662,36.45815179495903,84.06425113055828,23.41348599183967,11.858045187222384,1.6385163628551247,50.65000793012488,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T08:00:00.000000,0.0
82.0,karachi,Sindh,Pakistan,2025-06-24T09:00:00,aqicn,103.60609473063992,38.496273182974726,83.40295211770481,32.001067493687835,13.2227687865002,1.3122085057072863,40.96918640972038,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T09:00:00.000000,0.0
83.0,karachi,Sindh,Pakistan,2025-06-24T10:00:00,aqicn,107.62718011466605,37.38079407850079,79.99305689023653,38.953521142174566,13.795953084870863,1.521188724884183,45.03484105238254,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T10:00:00.000000,0.0
84.0,karachi,Sindh,Pakistan,2025-06-24T11:00:00,aqicn,104.93216945024966,37.66155818934169,58.45387538990033,31.147578142689355,10.552287657145856,0.8266439736065099,33.66328871386796,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T11:00:00.000000,0.0
85.0,karachi,Sindh,Pakistan,2025-06-24T12:00:00,aqicn,107.4865573039374,38.63698004656353,80.66769340942272,19.747925603657087,12.26190558966512,1.7483737617206068,43.66778510473759,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T12:00:00.000000,0.0
86.0,karachi,Sindh,Pakistan,2025-06-24T13:00:00,aqicn,113.46972279223264,38.63698004656353,76.57655400031584,21.30349161320082,7.214139365075666,1.032948212857448,41.58386962854679,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T13:00:00.000000,0.0
87.0,karachi,Sindh,Pakistan,2025-06-24T14:00:00,aqicn,112.9614854866948,38.63698004656353,91.53377467022284,21.659046301265168,15.593295490773418,0.7966735405927303,40.8211417814418,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T14:00:00.000000,0.0
88.0,karachi,Sindh,Pakistan,2025-06-24T15:00:00,aqicn,111.13588601601543,38.63698004656353,92.43900384913924,11.359553890143504,10.681820656543616,1.725682230756847,57.56717881172089,30.0,65.0,1013.0,10.0,180.0,10.0,30.0,0.0,24.8607,67.0011,2025-06-24T15:00:00.000000,0.0
