month,temperature,temperature_roll_mean_48h_lag72h,temp_humidity,co_roll_mean_48h_lag72h,pm10_roll_mean_48h_lag72h,no2_roll_std_48h_lag72h,aqi_roll_mean_24h_lag72h
6,24.6,29.75,15.252,0.48315737236701173,133.66605902777778,13.069437992386037,140.86708333333334
6,24.0,29.86666666666667,15.84,0.483980264860764,132.58671875,13.30744312177271,141.19875
6,23.7,29.977083333333336,16.116,0.48514413490717595,131.81180555555554,13.437255267743405,141.35083333333333
6,24.1,30.070833333333336,17.111,0.4861579748304176,131.7084201388889,13.415678809456756,141.6875
6,24.0,30.162499999999998,17.52,0.48643075687254544,132.36111111111111,13.389834582351371,142.15083333333334
6,25.2,30.262500000000003,17.136,0.48589201233934304,133.72083333333333,13.357716017230134,142.58125
6,27.5,30.364583333333332,15.95,0.4851214030703319,135.415625,13.32018737131258,142.95583333333332
6,29.4,30.46666666666667,15.288,0.484750874129775,137.0974826388889,13.281682706711537,143.31541666666666
6,31.0,30.568749999999998,15.19,0.4850850321313816,138.7043402777778,13.251039547825867,143.73333333333332
6,32.6,30.664583333333336,14.344000000000001,0.4861329698098893,140.30104166666666,13.232243935313052,144.25833333333333
6,34.0,30.75833333333333,13.94,0.48791287263477323,141.90208333333334,13.219714448689704,144.89249999999998
6,34.8,30.84375,13.223999999999998,0.49038609648339876,143.49383680555556,13.209208221387323,145.63583333333335
6,35.5,30.925,12.425,0.493279859313638,145.05381944444443,13.19785610836603,146.49666666666667
6,35.9,31.008333333333336,11.847000000000001,0.4960463238575508,146.57595486111111,13.203223573625014,147.03958333333333
6,35.9,31.089583333333334,11.128999999999998,0.49796370883166724,148.06814236111111,13.221420502123856,147.55291666666668
6,35.8,31.206249999999997,10.381999999999998,0.4994537352731167,149.5480902777778,13.193720339334462,148.26458333333332
6,35.2,31.32708333333333,11.264000000000001,0.5018712206578008,151.03272569444445,13.201197975445654,149.07166666666666
6,33.2,31.447916666666668,14.608000000000002,0.5062584651686897,152.54661458333334,13.917678193301649,150.01749999999998
6,32.2,31.558333333333337,14.812000000000001,0.5130484648339878,154.10659722222223,15.012011388023838,151.3325
6,31.4,31.67291666666667,14.758,0.5218775102641913,155.71293402777778,15.993491912260184,152.58708333333334
6,31.3,31.78125,15.337,0.5319727190066047,157.36119791666667,16.87479864126921,153.7725
6,30.4,31.858333333333334,14.895999999999999,0.5428408102017136,159.03854166666665,17.660515628817464,154.9
6,29.9,31.931250000000002,14.052999999999999,0.5543635782979291,160.72161458333332,18.365132808879803,155.99041666666668
6,29.3,31.995833333333334,13.478,0.5662818803552302,162.39166666666668,18.999590432818746,157.08958333333334
6,28.9,32.05625,12.716,0.5777864629819707,164.01588541666666,19.5744988548571,158.24416666666664
6,28.2,32.114583333333336,12.69,0.5878589398875401,165.51961805555555,20.057342228114223,159.45625
6,27.7,32.172916666666666,13.018999999999998,0.5959719324571581,166.80260416666667,20.45429840652579,160.67041666666668
6,27.4,32.21458333333333,16.988,0.60240731546769,167.8334201388889,20.3929883715035,161.57041666666666
6,27.5,32.24583333333333,15.95,0.607747023942342,168.64296875,20.32519726386484,162.21083333333334
6,29.4,32.25416666666667,15.876,0.6123820454748304,169.20737847222222,20.27027437568067,162.75583333333333
6,32.2,32.235416666666666,14.168000000000001,0.6164192196983219,169.4839409722222,20.240802732611566,163.21916666666667
6,34.8,32.22708333333333,11.831999999999999,0.6199676594296678,169.58420138888889,20.225785662742528,163.62125
6,36.5,32.233333333333334,10.585,0.6231501165878257,169.62786458333332,20.216540251423954,163.97833333333332
6,37.8,32.202083333333334,8.693999999999999,0.6260188743975365,169.62743055555555,20.211887191134846,164.2854166666667
6,38.6,32.197916666666664,8.106,0.6285534742056408,169.63038194444445,20.211887191134846,164.55958333333334
6,39.2,32.202083333333334,7.84,0.6307834674000357,169.67291666666665,20.210689415995176,164.81041666666667
6,39.8,32.24375,7.561999999999999,0.6328406986344162,169.78758680555555,20.209518265224528,165.0425
6,40.0,32.28333333333334,7.6,0.6348729248482684,169.99140624999998,20.182966912873688,165.55083333333334
6,39.8,32.32083333333333,7.561999999999999,0.6369256097152802,170.28958333333333,20.14693250714527,166.17999999999998
6,39.4,32.375,6.6979999999999995,0.638876001316494,170.59991319444444,20.14693250714527,166.65208333333334
6,38.3,32.43125,6.894,0.640376302548197,170.89913194444443,20.169061187928538,167.02833333333334
6,37.0,32.50208333333333,10.36,0.6410582576535165,171.15182291666667,20.122995034651755,167.32375
6,35.7,32.56458333333334,9.282,0.6409036811629775,171.32430555555553,20.003100569891767,167.29708333333332
6,34.5,32.61666666666667,8.97,0.6405217863039986,171.4009548611111,20.02226519452072,167.18916666666667
6,34.0,32.670833333333334,9.18,0.6408923152445555,171.38567708333332,20.30806657821154,166.99208333333334
6,34.0,32.733333333333334,9.86,0.6428972632541948,171.29991319444443,20.66050527823041,166.705
6,32.8,32.8125,9.839999999999998,0.6472435904587647,171.17630208333333,21.02800171887947,166.3345833333333
6,31.9,32.88333333333333,10.208,0.6545291441672616,171.04782986111113,21.405192147060436,165.88375
6,30.9,32.927083333333336,10.505999999999998,0.665103994667083,170.93124999999998,21.79226423807901,165.35541666666668
6,30.0,32.958333333333336,10.8,0.6786294375892538,170.80972222222223,22.06776297181185,164.75875
6,28.6,32.9875,11.726,0.6940279838673686,170.64192708333334,22.16962800450905,164.11625
