so2_roll_std_24h_lag24h,so2_roll_mean_48h_lag24h,month,aqi_roll_mean_24h_lag24h,temperature_roll_mean_48h_lag24h,day,no2_roll_std_48h_lag24h,pm10_roll_mean_48h_lag24h,co_roll_mean_48h_lag24h,co_roll_std_48h_lag24h
1.767044711303491,5.725002926486655,6,149.42458333333335,30.260416666666668,7,15.020490550220112,83.72890625000001,1.243611056877008,0.7043996543510433
1.7855706124993176,5.742493561729359,6,149.66625000000002,30.210416666666664,7,15.262560179122774,83.13697916666666,1.2479255595099963,0.7057230587321756
1.8000836328301737,5.737723388481349,6,150.10458333333332,30.16875,7,15.276850949211815,82.5474826388889,1.2525492151240627,0.7061330923490876
1.8073639522792775,5.717052637739973,6,150.60333333333332,30.137500000000003,7,15.271257721643392,81.94253472222222,1.2575865901686896,0.70550362969379
1.805891975343466,5.693201771499923,6,151.14083333333335,30.1125,7,15.301525824665546,81.33559027777778,1.2627080730096394,0.7038194060293396
1.7925897919245415,5.673326049633214,6,151.645,30.320833333333336,7,15.330892442902629,80.74635416666668,1.2672362549089609,0.7014666043679272
1.7633763193532914,5.657425472139846,6,152.11666666666665,30.460416666666664,7,15.338079271905865,80.16336805555555,1.2704982734960726,0.6992641862308698
1.7149533127916177,5.643114952395817,6,152.53625,30.520833333333332,7,15.336947259124557,79.57265625000001,1.2721599707693678,0.6979792175982689
1.6551611582994725,5.629599461526456,6,152.94125,30.604166666666668,7,15.33358549542255,78.94800347222223,1.2721645171367366,0.6979754503701916
1.593255665434463,5.616878999531763,6,153.79041666666666,30.708333333333332,7,15.33466314723867,78.30078125,1.2704960003123882,0.6994412978517099
1.532333385020182,5.600978422038396,6,154.7825,30.793750000000003,7,15.37442592635696,77.6295138888889,1.2672953576847552,0.7024815895523449
1.4689996611955345,5.581897729046356,6,155.56333333333333,30.87291666666667,7,15.451407216261048,76.94210069444445,1.2629262986433416,0.7069876491281305
1.4689996611955345,5.576332526923678,6,155.9283333333333,31.04583333333333,7,15.482353952007779,76.23784722222221,1.2576161415565867,0.712676447448338
1.4733707183107614,5.589052988918371,6,159.1966666666667,31.243750000000002,7,15.443714987136264,75.51744791666667,1.2506829313191716,0.7196445197745888
1.4782375728214885,5.627214374902451,6,156.98,31.43541666666667,7,15.448325434599282,74.79696180555555,1.2406422789851836,0.7277685815018247
1.4738335142206584,5.686046511627907,6,156.75416666666666,31.614583333333332,7,15.618869748587741,74.08810763888889,1.2261280011602997,0.7353370642759738
1.4433929166912576,5.755214023724052,6,156.19333333333333,31.78125,7,15.968495804175742,73.39175347222222,1.20662863151553,0.7391329620198199
1.3654104906183402,5.829946737942875,6,156.01250000000002,31.943749999999998,7,16.486575441969606,72.71241319444444,1.1822078191940377,0.7355719742663201
1.2533535734771803,5.906269509911034,6,156.65875,32.11875,7,17.120149707483392,72.05720486111112,1.1529905892984647,0.7210087046106837
1.1806143523986468,5.979412166380523,6,157.14624999999998,32.28333333333334,7,17.78921705128608,71.43368055555557,1.1191565233398784,0.6920697160497126
1.1636831159518688,6.043809505228656,6,157.5041666666667,32.422916666666666,7,18.42767255354961,70.85104166666666,1.0816262607104605,0.647440970949468
1.1635844920617169,6.09946152645544,6,157.77708333333334,32.55416666666667,7,18.994902154588374,70.31510416666667,1.0425525063593357,0.5907718328907144
1.161059367600229,6.147958287810208,6,158.02041666666665,32.67916666666667,7,19.480920646284172,69.82222222222221,1.0048335694841126,0.5310522733356358
1.1571353898243182,6.186914702668957,6,158.2720833333333,32.78125,7,19.862175345337388,69.36302083333332,0.970888117524991,0.47830108227635565
1.192968542070929,6.187709731543625,6,158.10833333333332,32.88333333333333,8,19.83819272892273,68.90355902777777,0.9418686546099605,0.4385517735684104
1.1845630034016974,6.187709731543625,6,157.58791666666664,32.9875,8,19.787859608406958,68.44973958333333,0.9180706946179934,0.413198748105567
1.1484676212419147,6.186914702668957,6,156.89291666666668,33.10625,8,19.727858592195588,67.99644097222223,0.8994374079569796,0.40017986824978674
1.1092042435443832,6.1861196737942885,6,156.19708333333332,33.23541666666667,8,19.681932884051555,67.55399305555555,0.8857119248705819,0.3956143952243559
1.0733558072358882,6.186914702668957,6,155.49833333333333,33.37708333333333,8,19.655461891349006,67.1189236111111,0.8762623002945374,0.3955707240458189
1.0424183828379443,6.190889847042299,6,154.85041666666666,33.52708333333333,8,19.65326921634084,66.68628472222223,0.8702088121429844,0.39726820711792793
1.024995910771881,6.198045106914313,6,154.25583333333336,33.65833333333334,8,19.670403598525578,66.265625,0.8665558059621562,0.39914922889469306
1.0296504867207914,6.20917551115967,6,153.73166666666665,33.78958333333333,8,19.691976838610792,65.86458333333333,0.8643667300740806,0.4006433127131925
1.0426663770577846,6.2234860309036995,6,153.31833333333336,33.918749999999996,8,19.70712485879287,65.50026041666666,0.8629414439039627,0.40177855398013756
1.047743617848808,6.240181637271735,6,153.08541666666667,34.03958333333333,8,19.71706572561875,65.15807291666667,0.8618139447965012,0.4027859660014039
1.047743617848808,6.25687724363977,6,152.82541666666665,34.15,8,19.718327502023858,64.83732638888888,0.8606364356479829,0.4039609213727722
1.0516442789972555,6.271982792258469,6,149.9595833333333,34.25208333333333,8,19.713249052119494,64.52951388888889,0.8591611394368082,0.40557795133035096
1.0938459778176215,6.252902099266429,6,149.80583333333334,34.35,8,19.747630136816497,64.28359375,0.8572312064887538,0.4077940579732362
1.1315974502879107,6.2242810597783675,6,149.6325,34.43958333333333,8,19.81155429904893,64.08958333333332,0.8547125189664403,0.4106286701183489
1.1493677535560076,6.180554471671609,6,151.59583333333333,34.541666666666664,8,19.882004175230183,63.92777777777778,0.8512981970724741,0.4141251248304378
1.1371825303931933,6.120927306071484,6,151.24,34.635416666666664,8,19.91614895074766,63.77690972222222,0.8464085789673329,0.418324774172275
1.0992412795433482,6.0406293897299825,6,150.14583333333334,34.725,8,19.841353919408473,63.621180555555554,0.8391162057077827,0.4229223571251946
1.0370225561226847,5.938865693772438,6,149.43541666666667,34.797916666666666,8,19.53831294484196,63.44366319444444,0.8284208764726881,0.42655851169673764
0.9488758279509616,5.828356680193539,6,148.65875,34.88333333333333,8,19.03002095983613,63.23020833333334,0.8137793003614778,0.4266837213395172
0.8447382886495233,5.73215818635867,6,147.81625,34.956250000000004,8,18.56879890177715,62.97725694444444,0.7953596929667973,0.42061898208110926
0.7415935900187315,5.6629906742625264,6,146.885,35.02916666666666,8,18.31825457069731,62.685069444444444,0.7738326434755444,0.4066344292887563
0.6456291702666889,5.616083970657094,6,145.83875,35.09583333333334,8,18.240834900322614,62.35651041666666,0.7500596885041055,0.3843154271219683
0.5581017021930029,5.581897729046356,6,144.64416666666668,35.15833333333333,8,18.26138453533618,61.99661458333333,0.7250114774857193,0.35486854536570617
0.48856381311727476,5.554866747307632,6,143.28416666666666,35.21666666666666,8,18.3519725569185,61.61128472222222,0.6998359681810067,0.32118757696749217
